2025-07-26 21:08:36.658 -03:00 [INF] Logging service initialized
2025-07-26 21:08:36.707 -03:00 [INF] Starting Basic3DEngine with game: DemoGame
2025-07-26 21:08:36.863 -03:00 [INF] Graphics device created: OpenGL
2025-07-26 21:08:36.863 -03:00 [INF] Command list created
2025-07-26 21:08:36.918 -03:00 [INF] Physics world initialized
2025-07-26 21:08:36.951 -03:00 [INF] Game initialized
2025-07-26 21:08:37.052 -03:00 [DBG] GameObject Cube 4 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.052 -03:00 [DBG] GameObject Sphere 0 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.052 -03:00 [DBG] GameObject Sphere 1 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.052 -03:00 [DBG] GameObject Sphere 2 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.067 -03:00 [DBG] GameObject Ground - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.067 -03:00 [DBG] GameObject Cube 0 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.067 -03:00 [DBG] GameObject Cube 1 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.067 -03:00 [DBG] GameObject Cube 2 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.067 -03:00 [DBG] GameObject Cube 3 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.067 -03:00 [DBG] GameObject Cube 4 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.068 -03:00 [DBG] GameObject Sphere 0 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.068 -03:00 [DBG] GameObject Sphere 1 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.068 -03:00 [DBG] GameObject Sphere 2 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.084 -03:00 [DBG] GameObject Ground - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.084 -03:00 [DBG] GameObject Cube 0 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.084 -03:00 [DBG] GameObject Cube 1 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.084 -03:00 [DBG] GameObject Cube 2 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.084 -03:00 [DBG] GameObject Cube 3 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.084 -03:00 [DBG] GameObject Cube 4 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.084 -03:00 [DBG] GameObject Sphere 0 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.084 -03:00 [DBG] GameObject Sphere 1 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.084 -03:00 [DBG] GameObject Sphere 2 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.100 -03:00 [DBG] GameObject Ground - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.100 -03:00 [DBG] GameObject Cube 0 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.100 -03:00 [DBG] GameObject Cube 1 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.101 -03:00 [DBG] GameObject Cube 2 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.101 -03:00 [DBG] GameObject Cube 3 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.101 -03:00 [DBG] GameObject Cube 4 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.101 -03:00 [DBG] GameObject Sphere 0 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.101 -03:00 [DBG] GameObject Sphere 1 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.101 -03:00 [DBG] GameObject Sphere 2 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.117 -03:00 [DBG] GameObject Ground - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.117 -03:00 [DBG] GameObject Cube 0 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.117 -03:00 [DBG] GameObject Cube 1 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.117 -03:00 [DBG] GameObject Cube 2 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.117 -03:00 [DBG] GameObject Cube 3 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.118 -03:00 [DBG] GameObject Cube 4 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.118 -03:00 [DBG] GameObject Sphere 0 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.118 -03:00 [DBG] GameObject Sphere 1 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.118 -03:00 [DBG] GameObject Sphere 2 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.134 -03:00 [DBG] GameObject Ground - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.134 -03:00 [DBG] GameObject Cube 0 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.134 -03:00 [DBG] GameObject Cube 1 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.134 -03:00 [DBG] GameObject Cube 2 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.134 -03:00 [DBG] GameObject Cube 3 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.134 -03:00 [DBG] GameObject Cube 4 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.134 -03:00 [DBG] GameObject Sphere 0 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.134 -03:00 [DBG] GameObject Sphere 1 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.134 -03:00 [DBG] GameObject Sphere 2 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.150 -03:00 [DBG] GameObject Ground - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.150 -03:00 [DBG] GameObject Cube 0 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.151 -03:00 [DBG] GameObject Cube 1 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.151 -03:00 [DBG] GameObject Cube 2 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.151 -03:00 [DBG] GameObject Cube 3 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.151 -03:00 [DBG] GameObject Cube 4 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.151 -03:00 [DBG] GameObject Sphere 0 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.151 -03:00 [DBG] GameObject Sphere 1 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.151 -03:00 [DBG] GameObject Sphere 2 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.167 -03:00 [DBG] GameObject Ground - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.167 -03:00 [DBG] GameObject Cube 0 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.167 -03:00 [DBG] GameObject Cube 1 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.167 -03:00 [DBG] GameObject Cube 2 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.167 -03:00 [DBG] GameObject Cube 3 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.167 -03:00 [DBG] GameObject Cube 4 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.167 -03:00 [DBG] GameObject Sphere 0 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.167 -03:00 [DBG] GameObject Sphere 1 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.167 -03:00 [DBG] GameObject Sphere 2 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.184 -03:00 [DBG] GameObject Ground - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.184 -03:00 [DBG] GameObject Cube 0 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.184 -03:00 [DBG] GameObject Cube 1 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.184 -03:00 [DBG] GameObject Cube 2 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.184 -03:00 [DBG] GameObject Cube 3 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.184 -03:00 [DBG] GameObject Cube 4 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.184 -03:00 [DBG] GameObject Sphere 0 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.184 -03:00 [DBG] GameObject Sphere 1 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.184 -03:00 [DBG] GameObject Sphere 2 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.200 -03:00 [DBG] GameObject Ground - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.201 -03:00 [DBG] GameObject Cube 0 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.201 -03:00 [DBG] GameObject Cube 1 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.201 -03:00 [DBG] GameObject Cube 2 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.201 -03:00 [DBG] GameObject Cube 3 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.201 -03:00 [DBG] GameObject Cube 4 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.201 -03:00 [DBG] GameObject Sphere 0 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.201 -03:00 [DBG] GameObject Sphere 1 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.201 -03:00 [DBG] GameObject Sphere 2 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.217 -03:00 [DBG] GameObject Ground - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.217 -03:00 [DBG] GameObject Cube 0 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.217 -03:00 [DBG] GameObject Cube 1 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.217 -03:00 [DBG] GameObject Cube 2 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.217 -03:00 [DBG] GameObject Cube 3 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.217 -03:00 [DBG] GameObject Cube 4 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.217 -03:00 [DBG] GameObject Sphere 0 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.217 -03:00 [DBG] GameObject Sphere 1 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.218 -03:00 [DBG] GameObject Sphere 2 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.234 -03:00 [DBG] GameObject Ground - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.234 -03:00 [DBG] GameObject Cube 0 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.234 -03:00 [DBG] GameObject Cube 1 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.234 -03:00 [DBG] GameObject Cube 2 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.234 -03:00 [DBG] GameObject Cube 3 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.234 -03:00 [DBG] GameObject Cube 4 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.234 -03:00 [DBG] GameObject Sphere 0 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.234 -03:00 [DBG] GameObject Sphere 1 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.234 -03:00 [DBG] GameObject Sphere 2 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.250 -03:00 [DBG] GameObject Ground - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.251 -03:00 [DBG] GameObject Cube 0 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.251 -03:00 [DBG] GameObject Cube 1 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.251 -03:00 [DBG] GameObject Cube 2 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.251 -03:00 [DBG] GameObject Cube 3 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.251 -03:00 [DBG] GameObject Cube 4 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.251 -03:00 [DBG] GameObject Sphere 0 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.251 -03:00 [DBG] GameObject Sphere 1 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.251 -03:00 [DBG] GameObject Sphere 2 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.267 -03:00 [DBG] GameObject Ground - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.268 -03:00 [DBG] GameObject Cube 0 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.268 -03:00 [DBG] GameObject Cube 1 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.268 -03:00 [DBG] GameObject Cube 2 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.268 -03:00 [DBG] GameObject Cube 3 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.268 -03:00 [DBG] GameObject Cube 4 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.268 -03:00 [DBG] GameObject Sphere 0 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.268 -03:00 [DBG] GameObject Sphere 1 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.268 -03:00 [DBG] GameObject Sphere 2 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.284 -03:00 [DBG] GameObject Ground - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.284 -03:00 [DBG] GameObject Cube 0 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.285 -03:00 [DBG] GameObject Cube 1 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.285 -03:00 [DBG] GameObject Cube 2 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.285 -03:00 [DBG] GameObject Cube 3 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.285 -03:00 [DBG] GameObject Cube 4 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.285 -03:00 [DBG] GameObject Sphere 0 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.285 -03:00 [DBG] GameObject Sphere 1 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.285 -03:00 [DBG] GameObject Sphere 2 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.300 -03:00 [DBG] GameObject Ground - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.300 -03:00 [DBG] GameObject Cube 0 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.300 -03:00 [DBG] GameObject Cube 1 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.300 -03:00 [DBG] GameObject Cube 2 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.300 -03:00 [DBG] GameObject Cube 3 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.300 -03:00 [DBG] GameObject Cube 4 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.300 -03:00 [DBG] GameObject Sphere 0 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.301 -03:00 [DBG] GameObject Sphere 1 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.301 -03:00 [DBG] GameObject Sphere 2 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.317 -03:00 [DBG] GameObject Ground - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.317 -03:00 [DBG] GameObject Cube 0 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.317 -03:00 [DBG] GameObject Cube 1 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.317 -03:00 [DBG] GameObject Cube 2 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.317 -03:00 [DBG] GameObject Cube 3 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.317 -03:00 [DBG] GameObject Cube 4 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.317 -03:00 [DBG] GameObject Sphere 0 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.317 -03:00 [DBG] GameObject Sphere 1 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.317 -03:00 [DBG] GameObject Sphere 2 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.334 -03:00 [DBG] GameObject Ground - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.334 -03:00 [DBG] GameObject Cube 0 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.334 -03:00 [DBG] GameObject Cube 1 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.334 -03:00 [DBG] GameObject Cube 2 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.334 -03:00 [DBG] GameObject Cube 3 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.334 -03:00 [DBG] GameObject Cube 4 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.334 -03:00 [DBG] GameObject Sphere 0 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.334 -03:00 [DBG] GameObject Sphere 1 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.334 -03:00 [DBG] GameObject Sphere 2 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.350 -03:00 [DBG] GameObject Ground - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.350 -03:00 [DBG] GameObject Cube 0 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.351 -03:00 [DBG] GameObject Cube 1 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.351 -03:00 [DBG] GameObject Cube 2 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.351 -03:00 [DBG] GameObject Cube 3 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.351 -03:00 [DBG] GameObject Cube 4 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.351 -03:00 [DBG] GameObject Sphere 0 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.351 -03:00 [DBG] GameObject Sphere 1 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.351 -03:00 [DBG] GameObject Sphere 2 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.367 -03:00 [DBG] GameObject Ground - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.367 -03:00 [DBG] GameObject Cube 0 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.367 -03:00 [DBG] GameObject Cube 1 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.367 -03:00 [DBG] GameObject Cube 2 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.367 -03:00 [DBG] GameObject Cube 3 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.367 -03:00 [DBG] GameObject Cube 4 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.367 -03:00 [DBG] GameObject Sphere 0 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.367 -03:00 [DBG] GameObject Sphere 1 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.367 -03:00 [DBG] GameObject Sphere 2 - Components: SphereRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.383 -03:00 [DBG] GameObject Ground - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.384 -03:00 [DBG] GameObject Cube 0 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.384 -03:00 [DBG] GameObject Cube 1 - Components: CubeRenderComponent, RigidbodyComponent
2025-07-26 21:08:37.384 -03:00 [DBG] GameObject Cube 2 - Components: CubeRenderComponent, RigidbodyComponent
